ensembl_gene_id	hsapiens_homolog_associated_gene_name
14028	ENSMUSG00000053841	TXLNA
14029	ENSMUSG00000039246	LYPLAL1
14030	ENSMUSG00000071379	HPCAL1
14031	ENSMUSG00000025731	METTL26
14032	ENSMUSG00000019088	DNASE1L1
14033	ENSMUSG00000101933	SYCP3
14034	ENSMUSG00000055681	COPE
14035	ENSMUSG00000057762	PLP2
14036	ENSMUSG00000026840	LAMC3
14037	ENSMUSG00000048264	DIP2C
14038	ENSMUSG00000034729	MRPS10
14039	ENSMUSG00000021665	HEXB
14040	ENSMUSG00000030400	ERCC2
14041	ENSMUSG00000063870	CHD4
14042	ENSMUSG00000014763	FAM120B
14043	ENSMUSG00000040842	SZRD1
14044	ENSMUSG00000018707	DYNC1H1
14045	ENSMUSG00000078520	CELA3B
14046	ENSMUSG00000078520	CELA3A
14047	ENSMUSG00000021539	LECT2
14048	ENSMUSG00000012535	TNPO3
14049	ENSMUSG00000029238	CLOCK
14050	ENSMUSG00000115701	VN1R5
14051	ENSMUSG00000045629	SH3TC2
14052	ENSMUSG00000032202	RAB27A
14053	ENSMUSG00000078235	FAM43B
14054	ENSMUSG00000062510	NSL1
14055	ENSMUSG00000067365	TMEM128
14056	ENSMUSG00000055305	ZNF233
14057	ENSMUSG00000098207	ARL14
14058	ENSMUSG00000073705	CENPS
14059	ENSMUSG00000093696	VN1R5
14060	ENSMUSG00000030279	C2CD5
14061	ENSMUSG00000113971	EIF1AY
14062	ENSMUSG00000014349	UBE2Z
14063	ENSMUSG00000079031	EIF1AY
14064	ENSMUSG00000037370	ENPP1
14065	ENSMUSG00000036840	SIAH1
14066	ENSMUSG00000053279	ALDH1A1
14067	ENSMUSG00000020143	DOCK2
14068	ENSMUSG00000096914	GALNTL6
14069	ENSMUSG00000095724	EIF1AY
14070	ENSMUSG00000096225	LHX8
14071	ENSMUSG00000031652	AC026470.1
14072	ENSMUSG00000045435	TMEM60
14073	ENSMUSG00000113201	EIF1AY
14074	ENSMUSG00000030203	DUSP16
14075	ENSMUSG00000066438	PLEKHD1
14076	ENSMUSG00000072905	EIF1AY
14077	ENSMUSG00000029096	HTRA3
14078	ENSMUSG00000039450	DCXR
14079	ENSMUSG00000081534	SLC48A1
14080	ENSMUSG00000070319	EIF3G
14081	ENSMUSG00000092019	EIF1AY
14082	ENSMUSG00000039994	TIMELESS
14083	ENSMUSG00000113489	UBL5
14084	ENSMUSG00000003863	PPFIA3
14085	ENSMUSG00000113951	UBL5
14086	ENSMUSG00000058743	KCNJ14
14087	ENSMUSG00000063334	KRR1
14088	ENSMUSG00000022475	HDAC7
14089	ENSMUSG00000064289	TANK
14090	ENSMUSG00000028011	TDO2
14091	ENSMUSG00000042446	ZMYM4
14092	ENSMUSG00000003970	RPL8
14093	ENSMUSG00000034620	RXYLT1
14094	ENSMUSG00000003190	BCL2L12
14095	ENSMUSG00000034190	CHMP7
14096	ENSMUSG00000063652	SLC22A5
14097	ENSMUSG00000044405	ADIG
14098	ENSMUSG00000039968	RSBN1L
14099	ENSMUSG00000048583	IGF2
14100	ENSMUSG00000058807	OR2T4
14101	ENSMUSG00000058807	OR2T5
14102	ENSMUSG00000058807	OR2T29
14103	ENSMUSG00000053863	MEPE
14104	ENSMUSG00000041241	MUL1
14105	ENSMUSG00000039330	TSGA10IP
14106	ENSMUSG00000024659	ANXA1
14107	ENSMUSG00000032652	CREBL2
14108	ENSMUSG00000020123	AVPR1A
14109	ENSMUSG00000003184	IRF3
14110	ENSMUSG00000002020	LTBP2
14111	ENSMUSG00000025995	WDR75
14112	ENSMUSG00000014769	PSMB1
14113	ENSMUSG00000028961	PGD
14114	ENSMUSG00000056888	GLIPR1
14115	ENSMUSG00000108398	C1orf232
14116	ENSMUSG00000030352	TSPAN9
14117	ENSMUSG00000015806	QDPR
14118	ENSMUSG00000074625	ARHGAP40
14119	ENSMUSG00000031233	PGK2
14120	ENSMUSG00000024896	MINPP1
14121	ENSMUSG00000026112	COA5
14122	ENSMUSG00000002409	DYRK1B
14123	ENSMUSG00000047161	CHST9
14124	ENSMUSG00000035493	TGFBI
14125	ENSMUSG00000034656	CACNA1A
14126	ENSMUSG00000050105	FAM110D
14127	ENSMUSG00000017405	AC010761.1
14128	ENSMUSG00000094269	OR8G5
14129	ENSMUSG00000094269	OR8G1
14130	ENSMUSG00000017943	GDAP1L1
14131	ENSMUSG00000019883	ECHDC1
14132	ENSMUSG00000040714	KLC3
14133	ENSMUSG00000028159	DAPP1
14134	ENSMUSG00000040899	CCR6
14135	ENSMUSG00000028920	FBXO42
14136	ENSMUSG00000115302	IGF2
14137	ENSMUSG00000021901	BAP1
14138	ENSMUSG00000002778	KDELR1
14139	ENSMUSG00000036598	CCDC113
14140	ENSMUSG00000004937	SGTA
14141	ENSMUSG00000105504	GBP5
14142	ENSMUSG00000013787	EHMT2
14143	ENSMUSG00000001865	CPA3
14144	ENSMUSG00000024914	DRAP1
14145	ENSMUSG00000077450	RAB11B
14146	ENSMUSG00000053801	GRWD1
14147	ENSMUSG00000036863	SYDE2
14148	ENSMUSG00000033004	MYCBP2
14149	ENSMUSG00000031637	LRP2BP
14150	ENSMUSG00000034613	PPM1H
14151	ENSMUSG00000074576	MOCS3
14152	ENSMUSG00000002395	USE1
14153	ENSMUSG00000074575	KCNG1
14154	ENSMUSG00000048411	SPATA31A3
14155	ENSMUSG00000048411	SPATA31A6
14156	ENSMUSG00000048411	SPATA31A7
14157	ENSMUSG00000048411	SPATA31A1
14158	ENSMUSG00000048411	SPATA31E1
14159	ENSMUSG00000048411	SPATA31A5
14160	ENSMUSG00000020986	SEC23A
14161	ENSMUSG00000038876	RNF146
14162	ENSMUSG00000002771	GRIN2D
14163	ENSMUSG00000040264	GBP2
14164	ENSMUSG00000019988	NEDD1
14165	ENSMUSG00000063564	COL23A1
14166	ENSMUSG00000012443	KIF11
14167	ENSMUSG00000022314	RAD21
14168	ENSMUSG00000026917	WDR5
14169	ENSMUSG00000045282	TMEM86B
14170	ENSMUSG00000061208	VN1R5
14171	ENSMUSG00000056600	OR2H1
14172	ENSMUSG00000056600	OR2H2
14173	ENSMUSG00000003872	LIN7B
14174	ENSMUSG00000071262	TCF20
14175	ENSMUSG00000011884	GLTP
14176	ENSMUSG00000035184	FAM124A
14177	ENSMUSG00000078616	TRIM5
14178	ENSMUSG00000078616	AC104389.4
14179	ENSMUSG00000028268	GBP3
14180	ENSMUSG00000022462	SLC38A2
14181	ENSMUSG00000040584	ABCB1
14182	ENSMUSG00000025006	SORBS1
14183	ENSMUSG00000002804	NUDT14
14184	ENSMUSG00000039787	CERCAM
14185	ENSMUSG00000100486	C13orf42
14186	ENSMUSG00000025433	CRISP3
14187	ENSMUSG00000094745	OR8G5
14188	ENSMUSG00000094745	OR8G1
14189	ENSMUSG00000011632	PINLYP
14190	ENSMUSG00000013921	CLIP3
14191	ENSMUSG00000027784	PPM1L
14192	ENSMUSG00000022350	WASHC5
14193	ENSMUSG00000038172	TTC39B
14194	ENSMUSG00000025195	DNMBP
14195	ENSMUSG00000031634	UFSP2
14196	ENSMUSG00000049073	OR8D4
14197	ENSMUSG00000029385	CCNG2
14198	ENSMUSG00000031654	CBLN1
14199	ENSMUSG00000040998	NPNT
14200	ENSMUSG00000029304	SPP1
14201	ENSMUSG00000091541	VN1R5
14202	ENSMUSG00000039599	FAM149B1
14203	ENSMUSG00000052395	RFT1
14204	ENSMUSG00000052395	AC096887.1
14205	ENSMUSG00000013997	NIT1
14206	ENSMUSG00000030825	HSD17B14
14207	ENSMUSG00000078346	AL121578.2
14208	ENSMUSG00000040601	NLRP4
14209	ENSMUSG00000021890	EAF1
14210	ENSMUSG00000049491	SLC36A3
14211	ENSMUSG00000011463	CPB1
14212	ENSMUSG00000115181	VN1R5
14213	ENSMUSG00000013483	CARD14
14214	ENSMUSG00000073733	CPLANE2
14215	ENSMUSG00000049866	ARL4C
14216	ENSMUSG00000022579	GPIHBP1
14217	ENSMUSG00000003581	RNF215
14218	ENSMUSG00000021891	METTL6
14219	ENSMUSG00000037148	ARHGAP10
14220	ENSMUSG00000040253	GBP3
14221	ENSMUSG00000042613	PBXIP1
14222	ENSMUSG00000030921	TRIM5
14223	ENSMUSG00000030921	AC104389.4
14224	ENSMUSG00000027544	NFATC2
14225	ENSMUSG00000094828	TRAV5
14226	ENSMUSG00000022560	SLC52A2
14227	ENSMUSG00000022560	SLC52A1
14228	ENSMUSG00000051596	OTOP1
14229	ENSMUSG00000117942	ANKHD1-EIF4EBP3
14230	ENSMUSG00000117942	ANKHD1
14231	ENSMUSG00000032300	C15orf39
14232	ENSMUSG00000045730	ADRB2
14233	ENSMUSG00000115236	VN1R5
14234	ENSMUSG00000026322	HTR4
14235	ENSMUSG00000021638	OCLN
14236	ENSMUSG00000090264	EIF4EBP3
14237	ENSMUSG00000095377	OR2H1
14238	ENSMUSG00000095377	OR2H2
14239	ENSMUSG00000057981	VN1R5
14240	ENSMUSG00000036760	KCNK9
14241	ENSMUSG00000021223	PAPLN
14242	ENSMUSG00000050914	ANKRD37
14243	ENSMUSG00000024483	ANKHD1-EIF4EBP3
14244	ENSMUSG00000024483	ANKHD1
14245	ENSMUSG00000096678	TRAV8-1
14246	ENSMUSG00000096678	TRAV8-3
14247	ENSMUSG00000016386	MPPED2
14248	ENSMUSG00000109572	CFAP99
14249	ENSMUSG00000051427	CCDC157
14250	ENSMUSG00000005043	SGSH
14251	ENSMUSG00000096477	OR2H1
14252	ENSMUSG00000096477	OR2H2
14253	ENSMUSG00000067610	KLRC1
14254	ENSMUSG00000067610	KLRC4
14255	ENSMUSG00000067610	KLRC4-KLRK1
14256	ENSMUSG00000067610	AC068775.1
14257	ENSMUSG00000067610	KLRC2
14258	ENSMUSG00000067610	KLRC3
14259	ENSMUSG00000013973	DEDD
14260	ENSMUSG00000045022	HIST1H2BO
14261	ENSMUSG00000035189	ANO4
14262	ENSMUSG00000039747	ORAI2
14263	ENSMUSG00000051095	OR6X1
14264	ENSMUSG00000022018	RGCC
14265	ENSMUSG00000028517	AC119674.2
14266	ENSMUSG00000028517	PLPP3
14267	ENSMUSG00000050605	ZNF226
14268	ENSMUSG00000016346	KCNQ2
14269	ENSMUSG00000095126	TRAV9-2
14270	ENSMUSG00000026678	RGS5
14271	ENSMUSG00000021362	GCM2
14272	ENSMUSG00000101146	SYCP3
14273	ENSMUSG00000047921	TRAPPC9
14274	ENSMUSG00000054988	AGTR1
14275	ENSMUSG00000002803	BTBD6
14276	ENSMUSG00000029910	MAD2L1
14277	ENSMUSG00000019699	AKT3
14278	ENSMUSG00000075419	DOLK
14279	ENSMUSG00000096138	TRAV12-3
14280	ENSMUSG00000096138	TRAV12-1
14281	ENSMUSG00000096138	TRAV12-2
14282	ENSMUSG00000007476	LRRC8A
14283	ENSMUSG00000023572	CCNDBP1
14284	ENSMUSG00000051062	FBLL1
14285	ENSMUSG00000047037	NIPA1
14286	ENSMUSG00000039763	DNAJC28
14287	ENSMUSG00000008845	CD163
14288	ENSMUSG00000048486	FITM2
14289	ENSMUSG00000074895	EIF4E1B
14290	ENSMUSG00000025602	ZNF202
14291	ENSMUSG00000054792	KLHL18
14292	ENSMUSG00000099041	LRRC8A
14293	ENSMUSG00000021514	ZNF274
14294	ENSMUSG00000011158	BRF1
14295	ENSMUSG00000022962	GART
14296	ENSMUSG00000098794	AL672142.1
14297	ENSMUSG00000059434	GCKR
14298	ENSMUSG00000043020	WDR63
14299	ENSMUSG00000079484	PHYHD1
14300	ENSMUSG00000036561	PPP6R2
14301	ENSMUSG00000019437	TLCD1
14302	ENSMUSG00000046949	NQO2
14303	ENSMUSG00000018848	RARS
14304	ENSMUSG00000049511	HTR1B
14305	ENSMUSG00000051920	RSPO2
14306	ENSMUSG00000024566	ATP9B
14307	ENSMUSG00000026504	SDCCAG8
14308	ENSMUSG00000064259	VN1R5
14309	ENSMUSG00000058441	PANX2
14310	ENSMUSG00000026630	BATF3
14311	ENSMUSG00000028909	PTPRU
14312	ENSMUSG00000078949	R3HDML
14313	ENSMUSG00000057596	TRIM5
14314	ENSMUSG00000057596	AC104389.4
14315	ENSMUSG00000062649	OR8G5
14316	ENSMUSG00000062649	OR8G1
14317	ENSMUSG00000045776	LRTM1
14318	ENSMUSG00000016018	MTREX
14319	ENSMUSG00000051768	XRCC1
14320	ENSMUSG00000050541	ADRA1B
14321	ENSMUSG00000003779	KIF20A
14322	ENSMUSG00000043789	VWCE
14323	ENSMUSG00000046447	CAMK2N1
14324	ENSMUSG00000036242	ARMH4
14325	ENSMUSG00000023027	ATF1
14326	ENSMUSG00000025555	FARP1
14327	ENSMUSG00000015363	TRABD
14328	ENSMUSG00000017950	HNF4A
14329	ENSMUSG00000021991	CACNA2D3
14330	ENSMUSG00000091017	FAM71A
14331	ENSMUSG00000032215	RSL24D1
14332	ENSMUSG00000060147	SERPINB6
14333	ENSMUSG00000026628	ATF3
14334	ENSMUSG00000006307	KMT2B
14335	ENSMUSG00000029516	CIT
14336	ENSMUSG00000000884	GNB1L
14337	ENSMUSG00000044294	KRT84
14338	ENSMUSG00000022750	KLHL22
14339	ENSMUSG00000028753	VWA5B1
14340	ENSMUSG00000015002	EFR3A
14341	ENSMUSG00000021359	TFAP2A
14342	ENSMUSG00000024544	LDLRAD4
14343	ENSMUSG00000092310	KHDC3L
14344	ENSMUSG00000048495	TYW5
14345	ENSMUSG00000092622	KHDC3L
14346	ENSMUSG00000092164	RERGL
14347	ENSMUSG00000021759	PLPP1
14348	ENSMUSG00000038121	FAM210A
14349	ENSMUSG00000048038	CCDC187
14350	ENSMUSG00000030411	NOVA2
14351	ENSMUSG00000031757	MT4
14352	ENSMUSG00000053158	FES
14353	ENSMUSG00000003731	KPNA6
14354	ENSMUSG00000091601	OR2H1
14355	ENSMUSG00000091601	OR2H2
14356	ENSMUSG00000027531	IMPA1
14357	ENSMUSG00000028675	PNRC2
14358	ENSMUSG00000024033	RSPH1
14359	ENSMUSG00000033938	NDUFB7
14360	ENSMUSG00000026111	UNC50
14361	ENSMUSG00000052533	NUP188
14362	ENSMUSG00000114982	VN1R5
14363	ENSMUSG00000043932	KLRC1
14364	ENSMUSG00000043932	KLRC4
14365	ENSMUSG00000043932	KLRC4-KLRK1
14366	ENSMUSG00000043932	AC068775.1
14367	ENSMUSG00000043932	KLRC2
14368	ENSMUSG00000043932	KLRC3
14369	ENSMUSG00000022336	EIF3E
14370	ENSMUSG00000050919	ZNF366
14371	ENSMUSG00000031760	MT3
14372	ENSMUSG00000036853	MCOLN3
14373	ENSMUSG00000035202	LARS2
14374	ENSMUSG00000003778	BRD8
14375	ENSMUSG00000023979	GUCA1B
14376	ENSMUSG00000030291	MED21
14377	ENSMUSG00000023433	CELA3B
14378	ENSMUSG00000023433	CELA3A
14379	ENSMUSG00000037470	UGGT1
14380	ENSMUSG00000063245	ZNF34
14381	ENSMUSG00000090556	OR2H1
14382	ENSMUSG00000090556	OR2H2
14383	ENSMUSG00000022020	NAA16
14384	ENSMUSG00000025971	MAIP1
14385	ENSMUSG00000058921	SLC10A5
14386	ENSMUSG00000040234	TM7SF3
14387	ENSMUSG00000021650	PTCD2
14388	ENSMUSG00000003644	RPS6KA1
14389	ENSMUSG00000050853	OR10D3
14390	ENSMUSG00000031762	MT2A
14391	ENSMUSG00000020283	PEX13
14392	ENSMUSG00000074282	ZNF45
14393	ENSMUSG00000023965	FBXL17
14394	ENSMUSG00000038530	RGS4
14395	ENSMUSG00000039239	TGFB2
14396	ENSMUSG00000086147	ZNF34
14397	ENSMUSG00000020280	PUS10
14398	ENSMUSG00000030228	PIK3C2G
14399	ENSMUSG00000042831	ALKBH6
14400	ENSMUSG00000032047	ACAT1
14401	ENSMUSG00000026109	TMEFF2
14402	ENSMUSG00000070532	CCDC190
14403	ENSMUSG00000067919	ZNF34
14404	ENSMUSG00000024734	ZP1
14405	ENSMUSG00000032641	GPR19
14406	ENSMUSG00000025431	CRISP3
14407	ENSMUSG00000031765	MT1A
14408	ENSMUSG00000031765	MT1E
14409	ENSMUSG00000022464	SLC38A4
14410	ENSMUSG00000028116	MYOZ2
14411	ENSMUSG00000071192	WFIKKN1
14412	ENSMUSG00000030826	BCAT2
14413	ENSMUSG00000040124	GORAB
14414	ENSMUSG00000049932	H2AFX
14415	ENSMUSG00000021408	RIPK1
14416	ENSMUSG00000056494	CNGB3
14417	ENSMUSG00000050818	OR2T4
14418	ENSMUSG00000050818	OR2T5
14419	ENSMUSG00000050818	OR2T29
14420	ENSMUSG00000062981	MRPL42
14421	ENSMUSG00000014668	CHFR
14422	ENSMUSG00000039954	STK32A
14423	ENSMUSG00000038651	SYCP2L
14424	ENSMUSG00000074695	IL22
14425	ENSMUSG00000028919	ARHGEF19
14426	ENSMUSG00000037958	NSRP1
14427	ENSMUSG00000029290	ZNF326
14428	ENSMUSG00000054967	ZNF250
14429	ENSMUSG00000028199	CRYZ
14430	ENSMUSG00000028884	RPA2
14431	ENSMUSG00000047003	ZFP41
14432	ENSMUSG00000047003	AC138696.1
14433	ENSMUSG00000032126	HMBS
14434	ENSMUSG00000027963	EXTL2
14435	ENSMUSG00000060216	ARRB2
14436	ENSMUSG00000043629	C2orf88
14437	ENSMUSG00000000215	INS
14438	ENSMUSG00000049548	KRT82
14439	ENSMUSG00000112216	CDC5L
14440	ENSMUSG00000020264	SLC36A2
14441	ENSMUSG00000047067	DUSP28
14442	ENSMUSG00000060615	ANG
14443	ENSMUSG00000024899	PAPSS2
14444	ENSMUSG00000063415	CYP26B1
14445	ENSMUSG00000031708	TECR
14446	ENSMUSG00000112252	CDC5L
14447	ENSMUSG00000032500	DCLK3
14448	ENSMUSG00000037098	RAB11FIP3
14449	ENSMUSG00000062585	CNR2
14450	ENSMUSG00000058153	SEZ6L
14451	ENSMUSG00000076855	TRAV19
14452	ENSMUSG00000036553	SH3TC1
14453	ENSMUSG00000067916	ZNF34
14454	ENSMUSG00000064252	OR2T4
14455	ENSMUSG00000064252	OR2T5
14456	ENSMUSG00000064252	OR2T29
14457	ENSMUSG00000100902	SYCP3
14458	ENSMUSG00000050890	PDIK1L
14459	ENSMUSG00000023982	GUCA1A
14460	ENSMUSG00000024511	RAB27B
14461	ENSMUSG00000062905	VN1R5
14462	ENSMUSG00000063849	PPCDC
14463	ENSMUSG00000060121	GEMIN2
14464	ENSMUSG00000021357	EXOC2
14465	ENSMUSG00000078681	TM2D3
14466	ENSMUSG00000032939	NUP93
14467	ENSMUSG00000034612	CHST11
14468	ENSMUSG00000020213	GLIPR1L1
14469	ENSMUSG00000022995	ENAH
14470	ENSMUSG00000047150	AL096814.1
14471	ENSMUSG00000026675	HSD17B7
14472	ENSMUSG00000053799	EXOC6
14473	ENSMUSG00000026269	RNPEPL1
14474	ENSMUSG00000020459	MTIF2
14475	ENSMUSG00000020214	GLIPR1L2
14476	ENSMUSG00000021290	ATP5MPL
14477	ENSMUSG00000034382	C6orf132
14478	ENSMUSG00000034591	SLC41A2
14479	ENSMUSG00000021081	SERPINA2
14480	ENSMUSG00000101286	SYCP3
14481	ENSMUSG00000030515	TARSL2
14482	ENSMUSG00000057654	OR2T4
14483	ENSMUSG00000057654	OR2T5
14484	ENSMUSG00000057654	OR2T29
14485	ENSMUSG00000035186	UBD
14486	ENSMUSG00000037771	SLC32A1
14487	ENSMUSG00000069971	C16orf78
14488	ENSMUSG00000039737	PRKRIP1
14489	ENSMUSG00000038112	VWA5A
14490	ENSMUSG00000038379	TTK
14491	ENSMUSG00000032845	ALPK2
14492	ENSMUSG00000049530	CLRN2
14493	ENSMUSG00000043827	OR2I1P
14494	ENSMUSG00000004929	THOP1
14495	ENSMUSG00000045333	ZNF423
14496	ENSMUSG00000063236	C8orf33
14497	ENSMUSG00000043289	MEI4
14498	ENSMUSG00000058301	UPF1
14499	ENSMUSG00000040963	ASGR2
14500	ENSMUSG00000028008	ASIC5
14501	ENSMUSG00000029370	RASSF6
14502	ENSMUSG00000032083	APOA1
14503	ENSMUSG00000021913	OGDHL
14504	ENSMUSG00000075592	NYNRIN
14505	ENSMUSG00000035580	KCNH8
14506	ENSMUSG00000034462	PKD2
14507	ENSMUSG00000037761	ACTR5
14508	ENSMUSG00000030177	CCDC77
14509	ENSMUSG00000024041	CRYAA2
14510	ENSMUSG00000024041	CRYAA
14511	ENSMUSG00000053730	TMEM39B
14512	ENSMUSG00000027598	ITCH
14513	ENSMUSG00000029436	MMP17
14514	ENSMUSG00000062961	CCDC177
14515	ENSMUSG00000034022	CPSF1
14516	ENSMUSG00000039358	DRD5
14517	ENSMUSG00000015094	NPDC1
14518	ENSMUSG00000028228	CPNE3
14519	ENSMUSG00000046058	EID2
14520	ENSMUSG00000094562	TRAV22
14521	ENSMUSG00000026988	WDSUB1
14522	ENSMUSG00000112611	GLIPR1L1
14523	ENSMUSG00000058499	PIP
14524	ENSMUSG00000094212	TRAV23DV6
14525	ENSMUSG00000021133	SUSD6
14526	ENSMUSG00000029417	CXCL9
14527	ENSMUSG00000059279	OR2T4
14528	ENSMUSG00000059279	OR2T5
14529	ENSMUSG00000059279	OR2T29
14530	ENSMUSG00000025196	CPN1
14531	ENSMUSG00000035694	CAPS2
14532	ENSMUSG00000020359	PHYKPL
14533	ENSMUSG00000005069	PEX5
14534	ENSMUSG00000059375	VN1R5
14535	ENSMUSG00000047583	TYW3
14536	ENSMUSG00000072941	SOD3
14537	ENSMUSG00000004296	IL12B
14538	ENSMUSG00000049561	OR10C1
14539	ENSMUSG00000091012	VN1R5
14540	ENSMUSG00000090919	PABPC4L
14541	ENSMUSG00000028834	TRIM63
14542	ENSMUSG00000022141	NIPBL
14543	ENSMUSG00000062148	RNASE2
14544	ENSMUSG00000062148	RNASE3
14545	ENSMUSG00000076858	TRAV5
14546	ENSMUSG00000026914	PSMD14
14547	ENSMUSG00000029110	RNF4
14548	ENSMUSG00000020525	PPM1D
14549	ENSMUSG00000041297	CDK13
14550	ENSMUSG00000012777	ACP4
14551	ENSMUSG00000057531	DTNBP1
14552	ENSMUSG00000087666	TRAV22
14553	ENSMUSG00000026100	MSTN
14554	ENSMUSG00000096397	TRAV8-1
14555	ENSMUSG00000096397	TRAV8-3
14556	ENSMUSG00000109523	GDF1
14557	ENSMUSG00000109523	CERS1
14558	ENSMUSG00000032502	STAC
14559	ENSMUSG00000005107	SLC2A9
14560	ENSMUSG00000018893	MB
14561	ENSMUSG00000087408	GDF1
14562	ENSMUSG00000087408	CERS1
14563	ENSMUSG00000076861	TRAV25
14564	ENSMUSG00000076861	TRAV27
14565	ENSMUSG00000024370	CDC23
14566	ENSMUSG00000025730	RAB40C
14567	ENSMUSG00000052446	ZNF700
14568	ENSMUSG00000052446	ZNF101
14569	ENSMUSG00000076862	TRAV29DV5
14570	ENSMUSG00000096619	EIF1AY
14571	ENSMUSG00000098549	HNRNPA1P48
14572	ENSMUSG00000098549	HNRNPA1L2
14573	ENSMUSG00000030180	KDM5A
14574	ENSMUSG00000010554	METTL16
14575	ENSMUSG00000060699	VN1R5
14576	ENSMUSG00000030451	HERC2
14577	ENSMUSG00000020358	HNRNPAB
14578	ENSMUSG00000033576	APOL6
14579	ENSMUSG00000006445	EPHA2
14580	ENSMUSG00000037499	NENF
14581	ENSMUSG00000115482	VN1R5
14582	ENSMUSG00000003484	CYP4F3
14583	ENSMUSG00000055943	EMC7
14584	ENSMUSG00000026547	TAGLN2
14585	ENSMUSG00000041632	MRPS27
14586	ENSMUSG00000039103	NEXN
14587	ENSMUSG00000029199	LIAS
14588	ENSMUSG00000021392	NOL8
14589	ENSMUSG00000076430	HUS1B
14590	ENSMUSG00000017781	PITPNA
14591	ENSMUSG00000049281	SCN3B
14592	ENSMUSG00000051965	NANOS2
14593	ENSMUSG00000090461	IL22
14594	ENSMUSG00000015536	MOCS2
14595	ENSMUSG00000028005	GUCY1B1
14596	ENSMUSG00000060765	OR2T4
14597	ENSMUSG00000060765	OR2T5
14598	ENSMUSG00000060765	OR2T29
14599	ENSMUSG00000036810	CNEP1R1
14600	ENSMUSG00000025728	PIGQ
14601	ENSMUSG00000048481	MYPOP
14602	ENSMUSG00000003031	CDKN1B
14603	ENSMUSG00000042211	FBXO38
14604	ENSMUSG00000045790	CCDC149
14605	ENSMUSG00000112814	CDC5L
14606	ENSMUSG00000052296	PPP6R1
14607	ENSMUSG00000019888	MGAT4C
14608	ENSMUSG00000112419	CDC5L
14609	ENSMUSG00000076863	TRAV26-2
14610	ENSMUSG00000015085	ENTPD2
14611	ENSMUSG00000016028	CELSR1
14612	ENSMUSG00000022285	YWHAZ
14613	ENSMUSG00000112027	CDC5L
14614	ENSMUSG00000028771	PTPN12
14615	ENSMUSG00000002289	ANGPTL4
14616	ENSMUSG00000112781	CDC5L
14617	ENSMUSG00000022550	ADCK5
14618	ENSMUSG00000112495	CDC5L
14619	ENSMUSG00000028836	SLC30A2
14620	ENSMUSG00000112919	CDC5L
14621	ENSMUSG00000070705	EID2B
14622	ENSMUSG00000067642	ADGRF3
14623	ENSMUSG00000029462	VPS29
14624	ENSMUSG00000020256	ALDH1L2
14625	ENSMUSG00000046750	SELENOV
14626	ENSMUSG00000078498	ZNF34
14627	ENSMUSG00000063457	RPS15
14628	ENSMUSG00000063683	GLYAT
14629	ENSMUSG00000006056	CALCOCO2
14630	ENSMUSG00000055170	IFNG
14631	ENSMUSG00000022055	NEFL
14632	ENSMUSG00000073176	ZNF449
14633	ENSMUSG00000044906	C18orf54
14634	ENSMUSG00000038717	ATP5MG
14635	ENSMUSG00000038717	ATP5MGL
14636	ENSMUSG00000064121	OR11A1
14637	ENSMUSG00000027546	ATP9A
14638	ENSMUSG00000076864	TRAV34
14639	ENSMUSG00000115467	VN1R5
14640	ENSMUSG00000025505	TMEM80
14641	ENSMUSG00000078497	ZNF34
14642	ENSMUSG00000023861	MPC1
14643	ENSMUSG00000022337	EMC2
14644	ENSMUSG00000044167	FOXO1
14645	ENSMUSG00000084063	SYCP3
14646	ENSMUSG00000076866	TRAV38-1
14647	ENSMUSG00000076866	TRAV38-2DV8
14648	ENSMUSG00000051034	ZNF345
14649	ENSMUSG00000003436	DLL3
14650	ENSMUSG00000044030	IRF2BP1
14651	ENSMUSG00000054102	NLRP9
14652	ENSMUSG00000020255	C12orf45
14653	ENSMUSG00000059495	ARHGEF12
14654	ENSMUSG00000029735	TPK1
14655	ENSMUSG00000068522	AARD
14656	ENSMUSG00000038756	TTLL6
14657	ENSMUSG00000040113	METTL11B
14658	ENSMUSG00000024304	CDH2
14659	ENSMUSG00000029463	FAM216A
14660	ENSMUSG00000040891	FOXA3
14661	ENSMUSG00000017667	ZNF334
14662	ENSMUSG00000025997	IKZF2
14663	ENSMUSG00000023931	EFHB
14664	ENSMUSG00000032625	THSD7A
14665	ENSMUSG00000022315	SLC30A8
14666	ENSMUSG00000027967	NEUROG2
14667	ENSMUSG00000037754	PPP1R16B
14668	ENSMUSG00000063511	SNRNP70
14669	ENSMUSG00000008482	RNF151
14670	ENSMUSG00000034842	ART3
14671	ENSMUSG00000040605	BACE2
14672	ENSMUSG00000028018	GSTCD
14673	ENSMUSG00000029464	GPN3
14674	ENSMUSG00000075324	FIGN
14675	ENSMUSG00000026627	TMEM206
14676	ENSMUSG00000034117	PTGDR2
14677	ENSMUSG00000024732	CCDC86
14678	ENSMUSG00000020135	APC2
14679	ENSMUSG00000028630	DYRK2
14680	ENSMUSG00000046314	STXBP6
14681	ENSMUSG00000041058	WWP1
14682	ENSMUSG00000031922	CEP57
14683	ENSMUSG00000026626	PPP2R5A
14684	ENSMUSG00000101157	SYCP3
14685	ENSMUSG00000073551	SPINK13
14686	ENSMUSG00000050315	SYNPO2
14687	ENSMUSG00000062432	CYP26C1
14688	ENSMUSG00000065999	ZNF34
